Sw,Researcher,Vuln,VulnResTot,VulnSwTot,Tot
Dropbox,asanso,1,6,114,13370
Dropbox,asdizzle,1,1,114,13370
Dropbox,batram,1,36,114,13370
Dropbox,beist,1,1,114,13370
Dropbox,bobrov,1,50,114,13370
Dropbox,brdoors2,1,23,114,13370
Dropbox,coolboss,1,53,114,13370
Dropbox,d3fa1t,2,26,114,13370
Dropbox,dakhnod,1,2,114,13370
Dropbox,detroitsmash,3,22,114,13370
Dropbox,djamel-ghorab,1,4,114,13370
Dropbox,dor1s,1,12,114,13370
Dropbox,dzmitry,2,31,114,13370
Dropbox,fbogner,1,2,114,13370
Dropbox,fcis2008,1,1,114,13370
Dropbox,fin1te,4,137,114,13370
Dropbox,franjkovic,1,4,114,13370
Dropbox,fransrosen,4,151,114,13370
Dropbox,fs1,1,1,114,13370
Dropbox,g05u,1,1,114,13370
Dropbox,greyhat,4,9,114,13370
Dropbox,guifre,1,1,114,13370
Dropbox,hammad,2,29,114,13370
Dropbox,haquaman,1,24,114,13370
Dropbox,help,1,2,114,13370
Dropbox,indtiger,1,12,114,13370
Dropbox,kicker,1,1,114,13370
Dropbox,l4w,2,8,114,13370
Dropbox,lccunha,2,28,114,13370
Dropbox,lulzyworm,1,1,114,13370
Dropbox,manish_prajapat,1,2,114,13370
Dropbox,mdv,4,18,114,13370
Dropbox,mikkz,2,37,114,13370
Dropbox,mishre,1,12,114,13370
Dropbox,missoum1307,1,38,114,13370
Dropbox,mlitchfield,3,220,114,13370
Dropbox,mohaab007,3,28,114,13370
Dropbox,mra,1,1,114,13370
Dropbox,n0rb3r7,1,8,114,13370
Dropbox,omairmo,1,1,114,13370
Dropbox,onemore,2,53,114,13370
Dropbox,paulbits,1,4,114,13370
Dropbox,paulos_,2,43,114,13370
Dropbox,peep,1,2,114,13370
Dropbox,peter-676,1,9,114,13370
Dropbox,pilaniya,1,4,114,13370
Dropbox,robbrown,1,1,114,13370
Dropbox,rushyo,1,1,114,13370
Dropbox,sahilsaif,6,39,114,13370
Dropbox,sayuib,1,1,114,13370
Dropbox,scarybeasts,1,2,114,13370
Dropbox,shahmeer-amir,3,118,114,13370
Dropbox,sl1m,1,12,114,13370
Dropbox,someguyfromthepast,1,2,114,13370
Dropbox,sr33r4j,1,6,114,13370
Dropbox,stewie,4,13,114,13370
Dropbox,thejh,1,5,114,13370
Dropbox,thomas_guittonneau,2,4,114,13370
Dropbox,trimosx,1,1,114,13370
Dropbox,tsmith,1,2,114,13370
Dropbox,tunz,1,8,114,13370
Dropbox,vagg-a-bond,1,41,114,13370
Dropbox,w00tr00t,1,22,114,13370
Dropbox,whitecat,9,26,114,13370
Dropbox,yasir,3,12,114,13370
Dropbox Acquisitions,daksh,1,15,16,13370
Dropbox Acquisitions,faisalahmed,2,38,16,13370
Dropbox Acquisitions,mafia,1,9,16,13370
Dropbox Acquisitions,mahitman,1,2,16,13370
Dropbox Acquisitions,mikkz,3,37,16,13370
Dropbox Acquisitions,momenbasel,1,4,16,13370
Dropbox Acquisitions,niwasaki,1,17,16,13370
Dropbox Acquisitions,paresh_parmar,1,33,16,13370
Dropbox Acquisitions,securient,1,5,16,13370
Dropbox Acquisitions,shamrocksu88,2,15,16,13370
Dropbox Acquisitions,thomas_guittonneau,1,4,16,13370
Dropbox Acquisitions,woff,1,1,16,13370
Enter,1lastbr3ath,1,6,82,13370
Enter,4lemon,3,42,82,13370
Enter,adrianbelen,1,41,82,13370
Enter,ahsantahir,1,6,82,13370
Enter,amish,1,1,82,13370
Enter,anshuman_bh,1,19,82,13370
Enter,aparecekarl,1,28,82,13370
Enter,attacker911,1,48,82,13370
Enter,barakat,1,4,82,13370
Enter,battamizz,1,1,82,13370
Enter,bobrov,1,50,82,13370
Enter,crab,11,11,82,13370
Enter,daksh,4,15,82,13370
Enter,dawidczagan,3,124,82,13370
Enter,deepankerchawla,3,99,82,13370
Enter,dia2diab,1,10,82,13370
Enter,djamel-ghorab,1,4,82,13370
Enter,eboda,1,19,82,13370
Enter,evanricafort,1,7,82,13370
Enter,faisalahmed,1,38,82,13370
Enter,flashdisk,4,6,82,13370
Enter,gokuu,2,19,82,13370
Enter,hacker_tau_ji,1,1,82,13370
Enter,hackerox1,1,10,82,13370
Enter,hammad,1,29,82,13370
Enter,harry_mg,2,35,82,13370
Enter,hunter012,1,10,82,13370
Enter,jaikeysarraf,2,4,82,13370
Enter,japzdivino,1,10,82,13370
Enter,johnny,2,11,82,13370
Enter,johnvandoe,2,7,82,13370
Enter,kabeel,1,1,82,13370
Enter,killr0x33d,1,25,82,13370
Enter,lccunha,1,28,82,13370
Enter,mathias,1,18,82,13370
Enter,mefkan,1,6,82,13370
Enter,minionss,1,1,82,13370
Enter,panchocosil,1,71,82,13370
Enter,paramdham,1,41,82,13370
Enter,prayas,1,18,82,13370
Enter,rishal,1,14,82,13370
Enter,sahilsaif,1,39,82,13370
Enter,scorppy,1,14,82,13370
Enter,shahmeer-amir,1,118,82,13370
Enter,shailesh4594,1,37,82,13370
Enter,sr33r4j,1,6,82,13370
Enter,testhistest,2,4,82,13370
Enter,uname,1,54,82,13370
Enter,vakzz,1,5,82,13370
Enter,xlimbolandx,1,18,82,13370
Enter,yassineaboukir,1,45,82,13370
Enter,zigoo0,3,30,82,13370
Envoy,arbin,1,3,6,13370
Envoy,dkd,2,31,6,13370
Envoy,koti2,1,23,6,13370
Envoy,mrityunjoy-emu,1,2,6,13370
Envoy,strukt,1,22,6,13370
Eobot,00qq,1,1,26,13370
Eobot,23ranjan,1,2,26,13370
Eobot,anik,1,1,26,13370
Eobot,attacker911,1,48,26,13370
Eobot,c37hun,1,14,26,13370
Eobot,dotspoted,1,6,26,13370
Eobot,espresso,1,9,26,13370
Eobot,geekrahul,1,2,26,13370
Eobot,hacker_one,1,1,26,13370
Eobot,hammad,2,29,26,13370
Eobot,insomniac,1,12,26,13370
Eobot,jyoti,1,4,26,13370
Eobot,karthic,4,55,26,13370
Eobot,masatokinugawa,1,28,26,13370
Eobot,mr_sharma_,1,3,26,13370
Eobot,pabstersac,2,4,26,13370
Eobot,testalways,2,37,26,13370
Eobot,thrapt,1,1,26,13370
Eobot,unknown-nymous,1,2,26,13370
Eobot,zuhnny1,1,7,26,13370
Flash (IBB),attila,1,1,50,13370
Flash (IBB),bannedit,1,1,50,13370
Flash (IBB),bee13oy,1,2,50,13370
Flash (IBB),benhayak,1,9,50,13370
Flash (IBB),biloulehibou,4,4,50,13370
Flash (IBB),bjornruytenberg,1,1,50,13370
Flash (IBB),clem1,1,1,50,13370
Flash (IBB),hhj4ck,22,22,50,13370
Flash (IBB),irsdl,2,19,50,13370
Flash (IBB),jackmasa,1,1,50,13370
Flash (IBB),jouko,3,21,50,13370
Flash (IBB),kinine,4,4,50,13370
Flash (IBB),masatokinugawa,3,28,50,13370
Flash (IBB),mikispag,1,2,50,13370
Flash (IBB),netfuzzer,1,19,50,13370
Flash (IBB),riusksk,1,3,50,13370
Flash (IBB),yopwn,2,2,50,13370
Flox,blacksdawn,1,5,9,13370
Flox,gopinath6,1,35,9,13370
Flox,hazimaslam,1,20,9,13370
Flox,karthic,1,55,9,13370
Flox,lwsk,1,36,9,13370
Flox,pabstersac,1,4,9,13370
Flox,pradeepch99,1,10,9,13370
Flox,sumitcfe,1,2,9,13370
Flox,tko,1,2,9,13370
GitHub,7h0r4pp4n,1,1,112,13370
GitHub,aaditya_purani,1,6,112,13370
GitHub,adam_baldwin,1,1,112,13370
GitHub,adriweb,2,2,112,13370
GitHub,ajdumanhug,1,2,112,13370
GitHub,anton,1,1,112,13370
GitHub,asanso,1,6,112,13370
GitHub,attacker911,3,48,112,13370
GitHub,avlidienbrunn,1,41,112,13370
GitHub,brdoors2,1,23,112,13370
GitHub,cablej,2,22,112,13370
GitHub,chalker,4,4,112,13370
GitHub,cmeister2,1,1,112,13370
GitHub,coolboss,2,53,112,13370
GitHub,daniyal_nasir,1,9,112,13370
GitHub,drewsb,1,1,112,13370
GitHub,faarari100,1,1,112,13370
GitHub,filedescriptor,1,71,112,13370
GitHub,fransrosen,5,151,112,13370
GitHub,gcbirzan,1,1,112,13370
GitHub,geeknik,1,21,112,13370
GitHub,geolim4,1,1,112,13370
GitHub,gokuu,3,19,112,13370
GitHub,grahamc,1,1,112,13370
GitHub,harry_mg,2,35,112,13370
GitHub,harrychen,1,1,112,13370
GitHub,iblue,2,2,112,13370
GitHub,ilektrojohn,1,1,112,13370
GitHub,inikulin,1,1,112,13370
GitHub,iwm911,3,6,112,13370
GitHub,jagracey,1,1,112,13370
GitHub,jaypatel,1,23,112,13370
GitHub,joernchen,1,2,112,13370
GitHub,johnny,1,11,112,13370
GitHub,kamil_hism,7,12,112,13370
GitHub,karimrahal,2,4,112,13370
GitHub,kasser,1,11,112,13370
GitHub,kieran,1,3,112,13370
GitHub,kyprizel,4,15,112,13370
GitHub,lccunha,1,28,112,13370
GitHub,lionheartrox,1,5,112,13370
GitHub,lukasreschke,1,3,112,13370
GitHub,masatokinugawa,1,28,112,13370
GitHub,mattaustin,1,2,112,13370
GitHub,mcgrath,1,1,112,13370
GitHub,meals,2,219,112,13370
GitHub,mishre,1,12,112,13370
GitHub,mmattioli,1,1,112,13370
GitHub,movealongplease,1,1,112,13370
GitHub,not-an-aardvark,4,4,112,13370
GitHub,notnaffy,1,47,112,13370
GitHub,orange,3,11,112,13370
GitHub,pouya,2,23,112,13370
GitHub,raees,1,2,112,13370
GitHub,rhyselsmore,1,2,112,13370
GitHub,riseledger,1,1,112,13370
GitHub,rmzelle,1,1,112,13370
GitHub,rockhopper72,1,1,112,13370
GitHub,rohitdua,3,5,112,13370
GitHub,rubyroobs,1,18,112,13370
GitHub,sainaen,1,5,112,13370
GitHub,schrauger,1,1,112,13370
GitHub,smziaurrashid,1,1,112,13370
GitHub,snopedom,1,1,112,13370
GitHub,todayisnew,1,69,112,13370
GitHub,tunz,1,8,112,13370
GitHub,urstrulychitr,1,4,112,13370
GitHub,webtrack,1,4,112,13370
GitHub,wozz,1,1,112,13370
GitHub,xyodh,1,2,112,13370
GitHub,ysx,2,21,112,13370
GitHub,zarthus,1,1,112,13370
GitHub,zhuowei,1,3,112,13370
GitHub,zx2c4,1,3,112,13370
GlassWire,anandbhat,1,1,10,13370
GlassWire,dkljflsdj9992kc,1,1,10,13370
GlassWire,ericlaw,2,6,10,13370
GlassWire,laish,2,2,10,13370
GlassWire,leet-boy,1,8,10,13370
GlassWire,lionheartrox,1,5,10,13370
GlassWire,penrose,1,5,10,13370
GlassWire,xiaoyinl,1,3,10,13370
Gratipay,a0xnirudh,1,4,48,13370
Gratipay,a5tronaut,2,10,48,13370
Gratipay,aceluffy,2,6,48,13370
Gratipay,ahsantahir,1,6,48,13370
Gratipay,aip-ghas-ess-od-mu-av-ig,1,1,48,13370
Gratipay,alex101,1,1,48,13370
Gratipay,arall,1,2,48,13370
Gratipay,ashesh,3,21,48,13370
Gratipay,ashish_r_padelkar,1,15,48,13370
Gratipay,bibo,1,10,48,13370
Gratipay,bobrov,1,50,48,13370
Gratipay,bugdiscloseguys,3,23,48,13370
Gratipay,caffeine,1,1,48,13370
Gratipay,deleted,1,1,48,13370
Gratipay,dotnick,1,2,48,13370
Gratipay,dr-cdqh,1,1,48,13370
Gratipay,hharry,1,4,48,13370
Gratipay,hussein98d,1,24,48,13370
Gratipay,ibram,1,35,48,13370
Gratipay,ishahriyar,1,10,48,13370
Gratipay,jackds,1,22,48,13370
Gratipay,jaypatel,1,23,48,13370
Gratipay,jsshen,1,1,48,13370
Gratipay,ketan_patil,1,6,48,13370
Gratipay,kira_evil,1,1,48,13370
Gratipay,kiraak-boy,1,26,48,13370
Gratipay,mehulmpt,1,2,48,13370
Gratipay,mhashim29,2,2,48,13370
Gratipay,mmyamin,1,2,48,13370
Gratipay,njoy,1,1,48,13370
Gratipay,paresh_parmar,1,33,48,13370
Gratipay,paulos_,1,43,48,13370
Gratipay,s_p_q_r,1,28,48,13370
Gratipay,secbughunter,1,2,48,13370
Gratipay,shahzaib-1,2,13,48,13370
Gratipay,staytuned,1,4,48,13370
Gratipay,trabajoduro,1,2,48,13370
Gratipay,valievkarim,1,17,48,13370
Gratipay,whhackersbr,2,15,48,13370
Greenhouse.io,0xdeadpool,1,46,54,13370
Greenhouse.io,89berner,1,1,54,13370
Greenhouse.io,adrianbelen,1,41,54,13370
Greenhouse.io,akashc99,1,6,54,13370
Greenhouse.io,almroot,1,6,54,13370
Greenhouse.io,ankitsingh,1,6,54,13370
Greenhouse.io,cache-money,3,13,54,13370
Greenhouse.io,daksh,1,15,54,13370
Greenhouse.io,dvl,1,8,54,13370
Greenhouse.io,egyption,1,1,54,13370
Greenhouse.io,ethicalhacker,1,8,54,13370
Greenhouse.io,fizerkhan,1,1,54,13370
Greenhouse.io,footstep,1,4,54,13370
Greenhouse.io,fransrosen,3,151,54,13370
Greenhouse.io,graphite,1,1,54,13370
Greenhouse.io,harry_mg,2,35,54,13370
Greenhouse.io,huzaifa_jawaid,1,20,54,13370
Greenhouse.io,indrajith,1,3,54,13370
Greenhouse.io,introvertmac,1,20,54,13370
Greenhouse.io,jeffrey,1,2,54,13370
Greenhouse.io,jobert,4,11,54,13370
Greenhouse.io,karezma,1,3,54,13370
Greenhouse.io,kollektiv,1,1,54,13370
Greenhouse.io,li0nheart,1,1,54,13370
Greenhouse.io,michiel,1,10,54,13370
Greenhouse.io,moaaz0x0x,1,1,54,13370
Greenhouse.io,mrrm,1,14,54,13370
Greenhouse.io,ng1,1,107,54,13370
Greenhouse.io,paramdham,1,41,54,13370
Greenhouse.io,pentesterlab,1,1,54,13370
Greenhouse.io,praskhar,1,2,54,13370
Greenhouse.io,pwndizzle,1,2,54,13370
Greenhouse.io,robd4k,1,3,54,13370
Greenhouse.io,sahilsaif,1,39,54,13370
Greenhouse.io,sergeym,1,181,54,13370
Greenhouse.io,simon_weber,4,4,54,13370
Greenhouse.io,spetr0x,1,6,54,13370
Greenhouse.io,sumlac,1,3,54,13370
Greenhouse.io,trad_zero_h,1,2,54,13370
Greenhouse.io,urstrulychitr,1,4,54,13370
Greenhouse.io,vakzz,1,5,54,13370
Greenhouse.io,wraven,1,1,54,13370
Greenhouse.io,zeeshi7897,1,6,54,13370
HackerOne,0xffe4,2,2,148,13370
HackerOne,1337coder,1,5,148,13370
HackerOne,aaron_costello,1,14,148,13370
HackerOne,aboukir,1,1,148,13370
HackerOne,ak1t4,3,8,148,13370
HackerOne,anand_prakash,2,51,148,13370
HackerOne,andrisatteka,1,1,148,13370
HackerOne,anshuman_bh,1,19,148,13370
HackerOne,antrax,1,1,148,13370
HackerOne,appsec3,1,1,148,13370
HackerOne,arneswinnen,1,21,148,13370
HackerOne,ashesh,2,21,148,13370
HackerOne,ashish_r_padelkar,3,15,148,13370
HackerOne,atom,2,37,148,13370
HackerOne,avlidienbrunn,1,41,148,13370
HackerOne,ayoubfathi,1,3,148,13370
HackerOne,batman,1,8,148,13370
HackerOne,bchurchill,1,1,148,13370
HackerOne,brdoors2,1,23,148,13370
HackerOne,cablej,1,22,148,13370
HackerOne,charfe,2,2,148,13370
HackerOne,charfee,1,6,148,13370
HackerOne,christypriory,1,2,148,13370
HackerOne,coolboss,2,53,148,13370
HackerOne,danielchatfield,1,3,148,13370
HackerOne,danlec,5,41,148,13370
HackerOne,dawidczagan,5,124,148,13370
HackerOne,deepankerchawla,1,99,148,13370
HackerOne,devil13,1,1,148,13370
HackerOne,dutchgraa,3,5,148,13370
HackerOne,dz_samir,1,10,148,13370
HackerOne,faisalahmed,3,38,148,13370
HackerOne,filedescriptor,1,71,148,13370
HackerOne,fin1te,1,137,148,13370
HackerOne,gazly,1,19,148,13370
HackerOne,geekboy,1,39,148,13370
HackerOne,goro,1,8,148,13370
HackerOne,guido,2,36,148,13370
HackerOne,h13-,1,2,148,13370
HackerOne,harisec,1,74,148,13370
HackerOne,harshafriend4all,1,34,148,13370
HackerOne,haxta4ok00,1,20,148,13370
HackerOne,huzaifa_jawaid,1,20,148,13370
HackerOne,idps,1,1,148,13370
HackerOne,intidc,1,40,148,13370
HackerOne,introvertmac,2,20,148,13370
HackerOne,jamesclyde,1,8,148,13370
HackerOne,janpaul123,2,2,148,13370
HackerOne,japzdivino,2,10,148,13370
HackerOne,javidhussain21,1,4,148,13370
HackerOne,jessescitech,1,1,148,13370
HackerOne,jigarthakkar39,1,12,148,13370
HackerOne,jthetechguy,1,1,148,13370
HackerOne,killr0x33d,4,25,148,13370
HackerOne,kirils,2,4,148,13370
HackerOne,kirkj,1,1,148,13370
HackerOne,koenrh,1,5,148,13370
HackerOne,kusl,1,2,148,13370
HackerOne,leander,1,1,148,13370
HackerOne,looping,1,3,148,13370
HackerOne,mafia,1,9,148,13370
HackerOne,malwaretech,1,1,148,13370
HackerOne,mathias,1,18,148,13370
HackerOne,mazengamal,1,17,148,13370
HackerOne,melvin,1,9,148,13370
HackerOne,michael1026,1,6,148,13370
HackerOne,mikebrooks,1,4,148,13370
HackerOne,mikkocarreon,1,1,148,13370
HackerOne,mohammed_fayez,1,15,148,13370
HackerOne,mortes,1,1,148,13370
HackerOne,mrrm,1,14,148,13370
HackerOne,nahamsec,1,65,148,13370
HackerOne,niemand,1,36,148,13370
HackerOne,niks,1,18,148,13370
HackerOne,nismo,2,53,148,13370
HackerOne,pardeepbattu02,1,1,148,13370
HackerOne,paresh_parmar,1,33,148,13370
HackerOne,pikachu,1,9,148,13370
HackerOne,pisarenko,1,18,148,13370
HackerOne,prakharprasad,3,35,148,13370
HackerOne,ragnar,1,60,148,13370
HackerOne,redkan,1,25,148,13370
HackerOne,rohk,1,15,148,13370
HackerOne,saeedhashem,1,23,148,13370
HackerOne,sainaen,1,5,148,13370
